,img_name,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,true_AU01,true_AU02,true_AU04,true_AU05,true_AU06,true_AU07,true_AU09,true_AU10,true_AU11,true_AU12,true_AU13,true_AU14,true_AU15,true_AU16,true_AU17,true_AU18,true_AU20,true_AU21,true_AU22,true_AU23,true_AU24,true_AU25,true_AU26,true_AU27,true_AU28,true_AU29,true_AU30,true_AU31,true_AU34,true_AU38,true_AU39,true_AU43,true_AU44,true_AU45,true_AU54,true_AU61,true_AU62,true_AU63,true_AU64,emotion
49,S042_001_00000019,2.9819999999999998,0.7355,1.3219999999999998,0.0,0.0,0.09243,0.0,0.0,0.0,0.0,0.07665,0.2991,0.0,0.0,0.5993,1.607,0.09512999999999999,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
50,S130_012_00000011,0.0,0.0,0.5797,0.0,0.192,0.6551,1.198,1.8230000000000002,0.0,0.0,1.078,0.9971,0.0,0.0,0.3518,0.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
51,S011_005_00000020,0.0,0.0,1.9809999999999999,0.0,0.9737,2.372,0.5969,1.099,0.0,0.0,0.0,0.019969999999999998,0.0,0.0,1.3359999999999999,0.8988,0.0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
52,S088_004_00000020,0.0,0.0,0.5748,0.0,1.8430000000000002,3.3539999999999996,0.1705,0.84,0.1412,0.2331,0.0,1.5430000000000001,0.0,0.3986,0.1469,0.1888,0.1694,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
53,S119_008_00000018,0.0,0.0,0.1207,0.0,0.07695,1.733,0.4063,0.0,0.0,0.0,0.1681,2.516,0.5381,1.278,0.0,0.5299,0.1258,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
54,S133_003_00000047,0.0,0.0,0.2327,0.0,0.0,0.4838,0.08905,0.0,0.0,0.0,0.09128,2.5180000000000002,0.4666,1.242,0.1082,0.006864,0.0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,-1.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
55,S067_006_00000011,0.0,0.0,2.25,0.0,0.9251,2.32,0.3453,0.7542,0.0,0.0,0.0,1.001,0.2043,0.1084,0.04503,0.0,0.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
56,S034_003_00000027,0.0,0.0,1.005,0.0,0.0,4.54,0.0911,0.0,0.0,0.0,0.9157,2.861,0.4774,0.6462,0.0,0.0,0.09168,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
57,S160_006_00000010,0.6409999999999999,0.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7298,0.1147,0.0,0.0,0.1864,0.4852,0.5679,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2
58,S117_001_00000014,0.08925,0.0,0.5341,0.05755,0.0,0.5041,0.0,0.0,0.0,0.0,0.0,1.676,0.0,0.0,3.1039999999999996,4.484,0.3972,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
59,S060_005_00000021,0.0,0.0,1.89,0.0,0.6241,1.946,0.7093,1.062,0.0,0.0,0.008108,0.2282,0.0,0.0,2.499,0.0,0.2285,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
60,S068_003_00000014,1.093,0.0,0.0,0.0,0.0,0.3499,0.0,0.0,0.0,0.0,0.010159999999999999,0.348,0.0,0.0,3.4589999999999996,2.93,0.2538,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,5.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
61,S070_002_00000016,0.032010000000000004,0.1328,0.0,0.5919,0.0,0.0,0.0,0.0,0.08678,0.0,0.3215,0.08526,0.0,0.0,3.408,1.182,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,-1.0,0.0,0,0,0.0,0,0,4.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
62,S092_001_00000017,1.21,0.0,0.3541,0.0,0.0,0.5624,0.0,0.0,0.0,0.0,0.0,0.7996,0.1581,0.0,3.583,1.682,0.3653,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
63,S125_007_00000009,3.404,0.9746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5922,0.4723,0.0,0.0,0.0,2.423,1.8230000000000002,0.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,5.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
64,S071_001_00000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6405,0.0,0.0,3.478,2.738,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
65,S080_005_00000013,0.2203,0.09187000000000001,0.0,0.0,0.0,0.9157,0.0,0.0,0.0,0.0,0.1197,1.4409999999999998,0.0,0.0126,0.0,0.02189,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6
66,S044_001_00000024,0.0,0.0,0.0,0.0,0.0,0.7658,0.1331,0.0,0.0,0.0,0.01708,0.9673,0.0,0.0,2.373,0.6274,0.4141,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
67,S058_006_00000018,0.0,0.0,2.231,0.0,1.766,4.56,0.57,0.8695,0.0,0.0,0.0,0.3607,0.06512000000000001,0.051829999999999994,0.0,0.0,0.2182,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
68,S126_004_00000012,3.928,0.0,0.0,0.8951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9569,1.36,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,3.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
69,S127_010_00000018,0.0,0.0,2.907,0.0,0.0,2.536,0.5542,0.0,0.0,0.0,0.9540000000000001,0.8429,0.0,0.3746,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
70,S057_003_00000015,0.0,0.0,0.6578,0.0,0.6482,2.03,1.111,0.4023,0.0,0.5846,0.0,1.172,0.376,0.1765,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
71,S100_005_00000023,0.0051649999999999995,0.0,3.412,0.0,0.0,0.06348999999999999,0.0,0.0,0.0,0.2378,0.0,0.8574,0.5834,0.02349,0.1846,0.5893,0.4278,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
72,S054_003_00000007,2.412,0.4518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7162,0.7024,0.0,0.0,0.0,2.928,1.9480000000000002,0.0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.0,5.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
73,S097_001_00000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1491,1.695,0.0,0.3795,1.7369999999999999,0.1896,0.1653,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
74,S129_002_00000011,0.08478,0.06386,0.0,0.0,0.0,0.1146,0.02401,0.04736,0.7217,1.306,0.0,0.6607,0.2557,0.0,0.1788,0.4847,0.014240000000000001,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
75,S079_004_00000026,0.0,0.0,0.0,0.0027559999999999998,1.851,0.9734,0.0,0.9938,2.801,0.9978,0.1193,0.0,0.1381,0.0,0.0,0.0,0.09994,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
76,S026_003_00000015,0.0,0.0,2.935,0.0,0.6819,0.5885,0.4206,0.2487,0.0,0.2488,0.09292,1.099,0.0,1.375,0.0,0.3797,0.0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
77,S113_003_00000015,0.0,0.027939999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3363,1.113,0.0,0.2612,0.0388,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6
78,S035_006_00000018,0.0,0.0,0.0,0.0,1.619,3.27,0.1308,0.8291,2.396,0.3913,0.1879,0.0,0.1993,0.3662,0.9621,0.0,0.1568,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
79,S005_001_00000011,0.043089999999999996,0.3151,1.7209999999999999,0.0,1.443,2.693,0.3496,1.087,0.0,0.0,0.0,0.4791,0.1061,0.02213,0.442,0.0,0.0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
80,S037_003_00000022,0.0,0.0,0.4039,0.0,0.1616,2.714,0.0006302,0.0,0.7212,0.0,0.02783,1.8869999999999998,0.0,0.0,0.4669,0.1032,0.006168,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,4.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
81,S504_001_00000022,0.0,0.0,2.616,0.0,1.123,2.662,1.2670000000000001,1.078,0.4672,0.8576,0.6151,2.07,0.0,0.0,0.09611,0.0,0.0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0,0,2.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
82,S062_005_00000029,0.01736,0.0,0.0,0.0,2.194,2.728,0.06283,0.6182,1.598,1.6119999999999999,0.0,0.373,0.0,0.3276,0.0,0.0,0.4639,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
83,S132_005_00000016,0.0,0.0,1.9280000000000002,0.0,1.732,2.4,1.4480000000000002,0.8734,0.0,0.0,0.0,0.8967,0.6878,1.057,0.2429,0.0,0.0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
84,S131_006_00000022,0.0,0.0,0.0,0.0,2.242,1.905,0.0,1.757,2.792,1.5319999999999998,0.131,0.3919,0.28,0.0,3.168,0.8145,0.1201,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
85,S067_004_00000023,0.0,0.0,2.798,0.0,0.0,0.0,0.0,0.0,0.0,0.3107,0.0,1.202,0.2276,0.6574,1.294,0.8323,0.059910000000000005,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0,0,3.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
86,S053_004_00000024,0.0,0.0,0.0,0.0,2.32,2.73,0.0,1.401,2.557,0.9236,0.0,0.0,0.08955,0.0,1.9769999999999999,1.001,0.1712,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
87,S022_001_00000030,0.5786,0.0,0.7279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.848,0.4481,0.2276,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
88,S113_001_00000012,2.548,0.5093,0.0,1.127,0.0,0.0,0.0,0.0,0.0,0.0,0.2093,0.7729,0.0,0.0,4.131,2.358,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
89,S090_006_00000011,0.0,0.0,1.788,0.0,2.165,2.9210000000000003,0.2212,0.5484,0.4544,1.8659999999999999,0.0,0.6275,0.0934,0.06377000000000001,0.0,0.0,0.07606,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
90,S067_005_00000022,0.0,0.0,0.0,0.0,0.5904,0.2747,0.0,0.5023,2.563,1.263,0.056979999999999996,2.486e-05,0.0,0.0,2.3169999999999997,0.0,0.2107,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
91,S114_006_00000023,0.0,0.0,0.0,0.0,2.218,3.051,0.1607,1.383,3.01,0.8212,0.0,0.2244,0.3464,0.1967,3.5439999999999996,0.0,0.0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
92,S063_002_00000023,0.0,0.0813,0.0,0.0,2.084,2.106,0.1451,1.649,2.474,1.6540000000000001,0.152,0.2899,0.0,0.0,0.5034,0.0,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
93,S100_006_00000016,0.0,0.0,0.0,0.0,2.384,2.485,0.3401,1.651,2.489,2.024,0.1127,0.0,0.0,0.0,2.464,0.02,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
94,S035_005_00000019,0.0,0.0,0.0,0.0,0.8449,3.435,0.1738,0.0,0.3901,0.0,0.0,0.03465,0.3343,0.1103,0.0,0.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
95,S099_001_00000014,0.7424,0.0,0.5624,0.3029,0.0,1.258,0.0,0.0,0.0,0.0,0.0,0.7169,0.0,0.0,2.752,2.5340000000000003,0.1007,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
96,S050_002_00000018,2.198,0.0,1.146,0.5008,0.0,0.0,0.0,0.0,0.0,0.0,0.258,1.6640000000000001,0.09283999999999999,0.0,3.26,2.3169999999999997,0.049139999999999996,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
97,S055_005_00000045,0.0,0.0,0.0,0.0,1.86,2.638,0.09253,1.052,3.338,1.235,0.06461,0.3805,0.0,0.0,3.3939999999999997,0.4794,0.1214,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
98,S109_003_00000017,0.0,0.0,1.569,0.0,0.8314,2.833,0.1509,0.0,0.3512,0.6921,0.0,1.21,0.009163,0.9192,0.5859,0.4439,0.003614,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
